title,product_link,price_text,shop_name,reviews_count,is_digital,num_images,primary_category,tags,seller_name,seller_link,total_sales_of_seller,rating,collected_at
"PopulaireTéléchargement numériqueAgenda numérique 2026 : portrait, hyperlien, bonnes notes, notabilité (téléchargement numérique)4.7(12 K)Annonce deLiveLovePlannersAnnonce de la boutique LiveLovePlannersBoutique : LiveLovePlannersDe la boutique LiveLovePlannersPrix réduit USD 3.47USD3.47USD6.96Prix d'origine USD 6.96(50 % de réduction)",https://www.etsy.com/fr/listing/4334675897/agenda-numerique-2026-portrait-hyperlien,3.47,,,True,143,,,LiveLovePlanners,https://www.etsy.com/fr/shop/LiveLovePlanners?ref=shop-header-name&listing_id=4334675897&from_page=listing,,0.0,2025-10-14T11:58:38.179780
"PopulaireTéléchargement numériqueModèle d'agenda 2026 en beige avec couvertures supplémentaires, modèle toile modifiable, calendrier imprimable esthétique style de vie quotidien minimaliste, MD01414.8(186)Annonce de MailaDesignStudioAnnonce de la boutique MailaDesignStudioBoutique :MailaDesignStudioDe la boutique MailaDesignStudioPrix réduit USD 3.53USD3.53USD5.88Prix d'origine USD 5.88(40 % de réduction)",https://www.etsy.com/fr/listing/4316075890/modele-dagenda-2026-en-beige-avec,3.53,,,True,93,,,MailaDesignStudio,https://www.etsy.com/fr/shop/MailaDesignStudio?ref=shop-header-name&listing_id=4316075890&from_page=listing,,0.0,2025-10-14T11:58:57.076129
LoadingPopulaireTéléchargement numériqueAgenda numérique simple 2025 Agenda minimaliste 2026 pour Goodnotes Modèle d'agenda de milieu d'année Ipad Agenda hebdomadaire quotidien daté Calendrier mensuel4.9(173)Annonce de MilamaluplannersAnnonce de la boutique MilamaluplannersBoutique :MilamaluplannersDe la boutique MilamaluplannersPrix réduit USD 2.26USD2.26USD6.45Prix d'origine USD 6.45(65 % de réduction),https://www.etsy.com/fr/listing/4329859619/agenda-numerique-simple-2025-agenda,2.26,,,True,93,,,Milamaluplanners,https://www.etsy.com/fr/shop/Milamaluplanners?ref=shop-header-name&listing_id=4329859619&from_page=listing,,0.0,2025-10-14T11:59:20.230938
"LoadingPopulaireTéléchargement numériqueTableur de l'organisateur de mariage Suivi du budget du mariage Liste de contrôle de la chronologie du mariage Suivi de la liste des invités Itinéraire de mariage Plan de la salle des fêtes Cadeau de mariage4.8(7,8 K)Annonce dePrioriDigitalStudioAnnonce de la boutique PrioriDigitalStudioBoutique : PrioriDigitalStudioDe la boutique PrioriDigitalStudioPrix réduit USD 9.69USD9.69USD19.38Prix d'origine USD 19.38(50 % de réduction)",https://www.etsy.com/fr/listing/1702251197/tableur-de-lorganisateur-de-mariage,9.69,,,True,168,,,PrioriDigitalStudio,https://www.etsy.com/fr/shop/PrioriDigitalStudio?ref=shop-header-name&listing_id=1702251197&from_page=listing,,0.0,2025-10-14T11:59:44.166464
Téléchargement numériqueFICHIER NUMÉRIQUE 2026 - Agenda daté 2026 vert olive (PDF - PPTx) A54.7(14)Annonce de KitdigitalesGibbyn2Annonce de la boutique KitdigitalesGibbyn2Boutique :KitdigitalesGibbyn2De la boutique KitdigitalesGibbyn2USD4.10,https://www.etsy.com/fr/listing/4368369660/fichier-numerique-2026-agenda-date-2026,4.10,,,True,43,,,KitdigitalesGibbyn2,https://www.etsy.com/fr/shop/KitdigitalesGibbyn2?ref=shop-header-name&listing_id=4368369660&from_page=listing,,0.0,2025-10-14T12:00:07.108690
"LoadingPopulaireTéléchargement numériqueDigital Planner Bundle, 2025,2026 Dated and Undated Digital Planner, Goodnotes Planner, Daily Digital Planner, iPad Planner.4.7(1,5 K)Annonce de DayDivisionAnnonce de la boutique DayDivisionBoutique :DayDivisionDe la boutique DayDivisionPrix réduit USD 2.92USD2.92USD6.50Prix d'origine USD 6.50(55 % de réduction)",https://www.etsy.com/fr/listing/4336312053/digital-planner-bundle-20252026-dated,2.92,,,True,142,,,DayDivision,https://www.etsy.com/fr/shop/DayDivision?ref=shop-header-name&listing_id=4336312053&from_page=listing,,0.0,2025-10-14T12:00:27.022814
"LoadingTéléchargement numériqueAgenda numérique 2026 pour iPad, Agenda Goodnotes, Agenda quotidien, Agenda hebdomadaire, Agenda iPad, Agenda Notability, Vertical minimaliste4.9(55)Annonce deGoodHabitsPlannerAnnonce de la boutique GoodHabitsPlannerBoutique : GoodHabitsPlannerDe la boutique GoodHabitsPlannerPrix réduit USD 7.00USD7.00USD20.00Prix d'origine USD 20.00(65 % de réduction)",https://www.etsy.com/fr/listing/4371064864/agenda-numerique-2026-pour-ipad-agenda,7.00,,,True,67,,,GoodHabitsPlanner,https://www.etsy.com/fr/shop/GoodHabitsPlanner?ref=shop-header-name&listing_id=4371064864&from_page=listing,,0.0,2025-10-14T12:00:45.812907
Téléchargement numériqueJoli carnet numérique orange | 50 pages | Esthétique Fruit Notes PDF pour iPad ou GoodNotes4.6(41)Annonce deThreadsofGraceLLCAnnonce de la boutique ThreadsofGraceLLCBoutique : ThreadsofGraceLLCDe la boutique ThreadsofGraceLLCUSD2.95,https://www.etsy.com/fr/listing/4339657292/joli-carnet-numerique-orange-o-50-pages,2.95,,,False,50,,,ThreadsofGraceLLC,https://www.etsy.com/fr/shop/ThreadsofGraceLLC?ref=shop-header-name&listing_id=4339657292&from_page=listing,,0.0,2025-10-14T12:01:03.604214
"LoadingPopulaireTéléchargement numériqueAgenda numérique 2026 pour Goodnotes, Notability, iPad et Samsung Tab | Agenda esthétique | Vertical moderne et minimaliste | Daté4.9(3 K)Annonce de BytheBrookDesignAnnonce de la boutique BytheBrookDesignBoutique :BytheBrookDesignDe la boutique BytheBrookDesignUSD10.00",https://www.etsy.com/fr/listing/1587562177/agenda-numerique-2026-pour-goodnotes,10.00,,,True,145,,,BytheBrookDesign,https://www.etsy.com/fr/shop/BytheBrookDesign?ref=shop-header-name&listing_id=1587562177&from_page=listing,,0.0,2025-10-14T12:01:21.771728
LoadingPopulaireTéléchargement numériqueAgenda numérique Hobonichi 2026 pour Goodnotes 2025 2026 Daily Week Monthly Daily Notebook Novonichi Remarkable 2 Pro Onenote Supernote4.8(358)Annonce de CardsPalaceAnnonce de la boutique CardsPalaceBoutique :CardsPalaceDe la boutique CardsPalaceUSD6.62,https://www.etsy.com/fr/listing/1804488819/agenda-numerique-hobonichi-2026-pour,6.62,,,True,149,,,CardsPalace,https://www.etsy.com/fr/shop/CardsPalace?ref=shop-header-name&listing_id=1804488819&from_page=listing,,0.0,2025-10-14T12:01:40.480983
"LoadingBest-sellerTéléchargement numériqueAgenda hebdomadaire et mensuel 2026 : modèle KDP Interior Canva (6 x 9, date de début le lundi)4.9(1,1 K)Annonce deKDPTemplateStudioAnnonce de la boutique KDPTemplateStudioBoutique : KDPTemplateStudioDe la boutique KDPTemplateStudioUSD4.50",https://www.etsy.com/fr/listing/4311915076/agenda-hebdomadaire-et-mensuel-2026,4.50,,,True,155,,,KDPTemplateStudio,https://www.etsy.com/fr/shop/KDPTemplateStudio?ref=shop-header-name&listing_id=4311915076&from_page=listing,,0.0,2025-10-14T12:02:02.307532
"LoadingBest-sellerTéléchargement numériqueAgenda numérique 2026, 2027, 2028, non daté, agenda Boho GoodNotes, agenda quotidien iPad, agenda hebdomadaire, agenda mensuel, modèle GoodNotes4.7(317)Annonce de FeelinfyAnnonce de la boutique FeelinfyBoutique :FeelinfyDe la boutique FeelinfyPrix réduit USD 1.50USD1.50USD5.00Prix d'origine USD 5.00(70 % de réduction)",https://www.etsy.com/fr/listing/4325809631/agenda-numerique-2026-2027-2028-non-date,1.50,,,True,116,,,Feelinfy,https://www.etsy.com/fr/shop/Feelinfy?ref=shop-header-name&listing_id=4325809631&from_page=listing,,0.0,2025-10-14T12:02:23.177248
"LoadingPopulaireTéléchargement numériqueAgenda numérique non daté, agenda iPad et Android, agenda GoodNotes, calendrier numérique, journal quotidien, hebdomadaire, mensuel, agenda 2024 2025 pour iPad4.7(5,7 K)Annonce de BrighterPlansAnnonce de la boutique BrighterPlansFabriqué parBrighterPlansDe la boutique BrighterPlansPrix réduit USD 0.97USD0.97USD2.42Prix d'origine USD 2.42(60 % de réduction)",https://www.etsy.com/fr/listing/1756165829/agenda-numerique-non-date-agenda-ipad-et,0.97,,,True,152,,,BrighterPlans,https://www.etsy.com/fr/shop/BrighterPlans?ref=shop-header-name&listing_id=1756165829&from_page=listing,,0.0,2025-10-14T12:02:42.915776
"Téléchargement numérique2026 Digital Daily Planner | All-in-One Digital Daily Journal Notebook, for Goodnotes, Notability, iPad, Android, Samsung Notes, Noteshelf4.8(4,5 K)Annonce deSnazzyPixelsAnnonce de la boutique SnazzyPixelsFabriqué par SnazzyPixelsDe la boutique SnazzyPixelsPrix réduit USD 8.49USD8.49USD16.98Prix d'origine USD 16.98(50 % de réduction)",https://www.etsy.com/fr/listing/1409095152/2026-digital-daily-planner-all-in-one,8.49,,,True,151,,,SnazzyPixels,https://www.etsy.com/fr/shop/SnazzyPixels?ref=shop-header-name&listing_id=1409095152&from_page=listing,,0.0,2025-10-14T12:03:02.961296
Téléchargement numériqueThat Girl Digital Planner 2025/2026 – Hyperlinked & Aesthetic (GoodNotes / Notability)5.0(1)Annonce de MarAmDreamsAnnonce de la boutique MarAmDreamsBoutique :MarAmDreamsDe la boutique MarAmDreamsPrix réduit USD 10.90USD10.90USD14.54Prix d'origine USD 14.54(25 % de réduction),https://www.etsy.com/fr/listing/4386373575/that-girl-digital-planner-20252026,10.90,,,True,39,,,MarAmDreams,https://www.etsy.com/fr/shop/MarAmDreams?ref=shop-header-name&listing_id=4386373575&from_page=listing,,0.0,2025-10-14T12:03:18.180921
LoadingPopulaireTéléchargement numérique2025 Agenda numérique simple et minimaliste 2026 | Bonnes notes | Notabilité | Stickers GRATUITS | Début lundi et dimanche4.9(207)Annonce de HoulmuDesignsAnnonce de la boutique HoulmuDesignsBoutique :HoulmuDesignsDe la boutique HoulmuDesignsUSD3.71,https://www.etsy.com/fr/listing/1807688136/2025-agenda-numerique-simple-et,3.71,,,True,67,,,HoulmuDesigns,https://www.etsy.com/fr/shop/HoulmuDesigns?ref=shop-header-name&listing_id=1807688136&from_page=listing,,0.0,2025-10-14T12:03:35.144908
"PopulaireTéléchargement numériqueAgenda numérique tout-en-un 2025, 2026, 2027, Agenda numérique, Journal numérique, Modèle Digital Goodnotes, Hebdomadaire, Agenda quotidien, Notability4.8(7,7 K)Annonce dePhenixdigitalAnnonce de la boutique phenixdigitalBoutique : phenixdigitalDe la boutique phenixdigitalPrix réduit USD 0.99USD0.99USD3.96Prix d'origine USD 3.96(75 % de réduction)",https://www.etsy.com/fr/listing/4376647853/agenda-numerique-tout-en-un-2025-2026,0.99,,,True,147,,,phenixdigital,https://www.etsy.com/fr/shop/phenixdigital?ref=shop-header-name&listing_id=4376647853&from_page=listing,,0.0,2025-10-14T12:03:55.584165
LoadingTéléchargement numériqueCarnet numérique floral violet pour Goodnotes : pages lignées (A4 et 6 x 8) (téléchargement PDF)Annonce deKreateeyAnnonce de la boutique KreateeyBoutique : KreateeyDe la boutique KreateeyUSD3.70,https://www.etsy.com/fr/listing/4345924170/carnet-numerique-floral-violet-pour,3.70,,,False,33,,,Kreateey,https://www.etsy.com/fr/shop/Kreateey?ref=shop-header-name&listing_id=4345924170&from_page=listing,,,2025-10-14T12:04:11.257648
"LoadingBest-sellerTéléchargement numériqueAgenda numérique 2025-2026 | Modèle Goodnotes tout-en-un | Journal numérique | Agenda hebdomadaire, quotidien et mensuel 2025, Agenda numérique 20264.6(3,9 K)Annonce de PlanRightCoAnnonce de la boutique PlanRightCoBoutique :PlanRightCoDe la boutique PlanRightCoPrix réduit USD 0.99USD0.99USD3.96Prix d'origine USD 3.96(75 % de réduction)",https://www.etsy.com/fr/listing/4336663052/agenda-numerique-2025-2026-o-modele,0.99,,,True,143,,,PlanRightCo,https://www.etsy.com/fr/shop/PlanRightCo?ref=shop-header-name&listing_id=4336663052&from_page=listing,,0.0,2025-10-14T12:04:30.662131
"LoadingPopulaireTéléchargement numériqueAll-in-One Digital Planner Undated, iPad & Android Planner, Digital Calendar, GoodNotes Template, Daily Weekly Monthly Journal for 2025 20264.7(5,7 K)Annonce de BrighterPlansAnnonce de la boutique BrighterPlansFabriqué parBrighterPlansDe la boutique BrighterPlansPrix réduit USD 1.94USD1.94USD4.85Prix d'origine USD 4.85(60 % de réduction)",https://www.etsy.com/fr/listing/1834109154/all-in-one-digital-planner-undated-ipad,1.94,,,True,151,,,BrighterPlans,https://www.etsy.com/fr/shop/BrighterPlans?ref=shop-header-name&listing_id=1834109154&from_page=listing,,0.0,2025-10-14T12:04:53.287665
"LoadingPopulaireTéléchargement numériquePlanificateur numérique TDAH, planificateur TDAH adulte, planificateur numérique 2026, planificateur neurodivergent, planificateur quotidien TDAH, planificateur Goodnotes, planificateur TDAH4.9(26)Annonce deADHDmindcoAnnonce de la boutique ADHDmindcoBoutique : ADHDmindcoDe la boutique ADHDmindcoPrix réduit USD 2.83USD2.83USD9.44Prix d'origine USD 9.44(70 % de réduction)",https://www.etsy.com/fr/listing/4345259108/planificateur-numerique-tdah,2.83,,,True,75,,,ADHDmindco,https://www.etsy.com/fr/shop/ADHDmindco?ref=shop-header-name&listing_id=4345259108&from_page=listing,,0.0,2025-10-14T12:05:13.240148
"LoadingTéléchargement numériqueAgenda numérique 2026 | Agenda Esthétique Goodnotes, Notability, iPad & Android | Quotidien Hebdomadaire Mensuel, Agenda numérique tout-en-un minimaliste4.7(101)Annonce de EliteDigitalPlansAnnonce de la boutique EliteDigitalPlansBoutique :EliteDigitalPlansDe la boutique EliteDigitalPlansPrix réduit USD 1.99USD1.99USD7.96Prix d'origine USD 7.96(75 % de réduction)",https://www.etsy.com/fr/listing/4382500914/agenda-numerique-2026-o-agenda,1.99,,,True,71,,,EliteDigitalPlans,https://www.etsy.com/fr/shop/EliteDigitalPlans?ref=shop-header-name&listing_id=4382500914&from_page=listing,,0.0,2025-10-14T12:05:33.875798
"LoadingBest-sellerTéléchargement numériqueAgenda numérique 2026 conçu pour les tablettes remarquables (téléchargement numérique 3-en-1)4.9(1,8 K)Annonce de SmartTemplatesStudioAnnonce de la boutique SmartTemplatesStudioFabriqué parSmartTemplatesStudioDe la boutique SmartTemplatesStudioPrix réduit USD 10.18USD10.18USD16.96Prix d'origine USD 16.96(40 % de réduction)",https://www.etsy.com/fr/listing/1882174270/agenda-numerique-2026-concu-pour-les,10.18,,,True,139,,,SmartTemplatesStudio,https://www.etsy.com/fr/shop/SmartTemplatesStudio?ref=shop-header-name&listing_id=1882174270&from_page=listing,,0.0,2025-10-14T12:05:52.621580
